,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
8,《Lost Dogs》,SONY MUSIC,2003-03-25,动漫,影视节目,In The Moonlight,Pearl Jam,http://musicdata.baidu.com/data2/lrc/12604192/12604192.lrc,8
8,《每隔2秒》,英皇唱片,1995-04-12,动漫,影视节目,再见了,赵学而,http://musicdata.baidu.com/data2/lrc/64998487/64998487.lrc,8
8,《舞法无天》,福茂唱片,1997-03-19,动漫,影视节目,豆豆龙,范晓萱,http://musicdata.baidu.com/data2/lrc/3e63bca4bff4220a40e9dc319e2c3190/257172366/257172366.lrc,8
8,《Last Of The Runaways》,环球唱片,1995-01-12,动漫,影视节目,Innocent Days,Giant,http://musicdata.baidu.com/data2/lrc/3e63bca4bff4220a40e9dc319e2c3190/257172366/257172366.lrc,8
8,《Port Of Miami》,环球唱片,2006-08-11,动漫,影视节目,Blow,Rick Ross,http://musicdata.baidu.com/data2/lrc/12475343/12475343.lrc,8
8,《Trans》,环球唱片,1993-03-01,动漫,影视节目,Hold On To Your Love,NEIL YOUNG,http://musicdata.baidu.com/data2/lrc/12475343/12475343.lrc,8
8,《20世纪中华歌坛名人百集珍藏版》,环球唱片,1999-04-01,动漫,影视节目,思念,毛阿敏,http://musicdata.baidu.com/data2/lrc/13758924/13758924.lrc,8
8,《Delta》,SONY MUSIC,2007-12-03,动漫,影视节目,In This Life,Delta Goodrem,http://musicdata.baidu.com/data2/lrc/1360526/1360526.lrc,8
8,《国际漫游》,滚石唱片,2005-09-01,动漫,影视节目,前奏曲,李欣芸,http://musicdata.baidu.com/data2/lrc/118298381/118298381.lrc,8
9,《感觉不到你》,滚石唱片,1999-12-02,动漫,影视节目,海,羽泉,http://musicdata.baidu.com/data2/lrc/1248518/1248518.lrc,9
9,《流金十载全记录》,滚石唱片,2000-07-01,动漫,影视节目,追梦人,高胜美,http://musicdata.baidu.com/data2/lrc/5f9c9c73af6598ced52edf6a3461f0d1/268322437/268322437.lrc,9
9,《中国儿歌曲库 Vol. 14：童歌经典》,颂今音乐,2015-09-23,动漫,影视节目,小机灵之歌,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/0a19c2d14cd977824f3fd97ae0e9ce2a/265853667/265853667.lrc,9
9,《一千零一夜》,环球唱片,1990-06-01,动漫,影视节目,静夜,李克勤,http://musicdata.baidu.com/data2/lrc/242027/242027.lrc,9
9,《与世隔绝》,力行网际,1998-03-01,动漫,影视节目,君（演奏曲）,王祖贤,http://musicdata.baidu.com/data2/lrc/242027/242027.lrc,9
9,《Printemps》,滚石唱片,1998-04-01,动漫,影视节目,真相,张国荣,http://musicdata.baidu.com/data2/lrc/14973014/14973014.lrc,9
9,《Orion》,SONY MUSIC,2008-11-12,动漫,影视节目,Orion,中岛美嘉,http://musicdata.baidu.com/data2/lrc/20657307/20657307.lrc,9
9,《Speak》,环球唱片,2008-04-09,动漫,影视节目,Magnet,Lindsay Lohan,http://musicdata.baidu.com/data2/lrc/5deb92d8cbcbabd799d9c08e82314af7/541952967/541952967.lrc,9
9,《Dear Agony》,环球唱片,2009-01-29,动漫,影视节目,What Lies Beneath,Breaking Benjamin,http://musicdata.baidu.com/data2/lrc/608327/608327.lrc,9
9,《天地男儿》,滚石唱片,1999-12-17,动漫,影视节目,明天,张智霖,http://musicdata.baidu.com/data2/lrc/455881/455881.lrc,9
9,《一千零一夜》,环球唱片,1990-06-01,动漫,影视节目,雷雨,李克勤,http://musicdata.baidu.com/data2/lrc/254092/254092.lrc,9
9,《夏日之神话》,环球唱片,1988-07-01,动漫,影视节目,宣战,李克勤,http://musicdata.baidu.com/data2/lrc/248944/248944.lrc,9
9,《雪域光芒.Live.In.Tibet》,力行网际,1998-10-01,动漫,影视节目,Introduction,齐秦,http://musicdata.baidu.com/data2/lrc/65687528/65687528.lrc,9
9,《青春无敌》,天中文化,2007-02-05,动漫,影视节目,哎呀呀,张含韵,http://musicdata.baidu.com/data2/lrc/4a29b00a0783dd15842be557ce1d6d44/257173714/257173714.lrc,9
9,《I Am Me》,环球唱片,2014-01-07,动漫,影视节目,Boyfriend,Ashlee Simpson,http://musicdata.baidu.com/data2/lrc/1242403/1242403.lrc,9
9,《More Songs From Pooh Corner》,SONY MUSIC,2006-05-08,动漫,影视节目,Your Heart Will Lead You Home,Kenny Loggins,http://musicdata.baidu.com/data2/lrc/9096998/9096998.lrc,9
9,《向前冲》,滚石唱片,1998-10-09,动漫,影视节目,黑色星期天,徐怀钰,http://musicdata.baidu.com/data2/lrc/23156139/23156139.lrc,9
9,《truth》,Sony Music Records,2006-12-06,动漫,影视节目,Truth,伊藤由奈,http://musicdata.baidu.com/data2/lrc/521bc030d30b47916827d8b19608ae7f/551648671/551648671.lrc,9
9,《Dirty》,环球唱片,2013-08-20,动漫,影视节目,Shoot,Sonic Youth,http://musicdata.baidu.com/data2/lrc/12545068/12545068.lrc,9
9,《编号89757》,海蝶音乐,2005-04-01,动漫,影视节目,一千年以前,林俊杰,http://musicdata.baidu.com/data2/lrc/251696992/251696992.lrc,9
10,《我的》,太合麦田,2007-11-02,动漫,影视节目,Happy Hour,李宇春,http://musicdata.baidu.com/data2/lrc/14919908/14919908.lrc,10
10,《零零七》,环球唱片,2009-05-27,动漫,影视节目,爱的歌,潘玮柏,http://musicdata.baidu.com/data2/lrc/1614893/1614893.lrc,10
10,《身体会唱歌》,SONY MUSIC,2002-08-12,动漫,影视节目,想象十个你,吴建豪,http://musicdata.baidu.com/data2/lrc/330c3400f86c63e245092dca42eb75f7/551086036/551086036.lrc,10
10,《Bob Dylan》,SONY MUSIC,2008-12-31,动漫,影视节目,All Along The Watchtower,Bob Dylan,http://musicdata.baidu.com/data2/lrc/8971598/8971598.lrc,10
10,《The Boy Who Knew Too Much》,环球唱片,2009-09-11,动漫,影视节目,Stuck In The Middle,MIKA,http://musicdata.baidu.com/data2/lrc/64548379/64548379.lrc,10
10,《Mika - Live At Itunes Festival London》,环球唱片,2008-05-14,动漫,影视节目,Stuck In The Middle,Mika,http://musicdata.baidu.com/data2/lrc/8113453/8113453.lrc,10
10,《The Essential Bob Dylan》,SONY MUSIC,2011-07-11,动漫,影视节目,All Along The Watchtower,Bob Dylan,http://musicdata.baidu.com/data2/lrc/7696304/7696304.lrc,10
10,《The Best Of The Original Mono Recordings》,SONY MUSIC,2010-10-18,动漫,影视节目,All Along The Watchtower,Bob Dylan,http://musicdata.baidu.com/data2/lrc/7583794/7583794.lrc,10
10,《Best》,SONY MUSIC,2005-12-07,动漫,影视节目,Glamorous Sky,中岛美嘉,http://musicdata.baidu.com/data2/lrc/692405/692405.lrc,10
10,《Best》,SONY MUSIC,2005-12-07,动漫,影视节目,Find The Way,中岛美嘉,http://musicdata.baidu.com/data2/lrc/20657361/20657361.lrc,10
10,《Love Collection ~Mint~》,SONY MUSIC,2013-09-04,动漫,影视节目,If,西野加奈,http://musicdata.baidu.com/data2/lrc/20656726/20656726.lrc,10
10,《The Best Of Aqua Timez》,SONY MUSIC,2009-10-14,动漫,影视节目,Velonica,Aqua Timez,http://musicdata.baidu.com/data2/lrc/581615/581615.lrc,10
10,《The Best Of Aqua Timez》,SONY MUSIC,2009-10-14,动漫,影视节目,千の夜をこえて,Aqua Timez,http://musicdata.baidu.com/data2/lrc/64925268/64925268.lrc,10
10,《westview》,SONY MUSIC,2011-02-02,动漫,影视节目,Sunshine,Monkey Majik,http://musicdata.baidu.com/data2/lrc/241211820/241211820.lrc,10
10,《Dig Out Your Soul》,SONY MUSIC,2008-10-06,动漫,影视节目,Falling Down,Oasis,http://musicdata.baidu.com/data2/lrc/14902155/14902155.lrc,10
10,《Utada Hikaru SINGLE COLLECTION VOL.2》,EMI,2010-11-24,动漫,影视节目,Beautiful World,宇多田光,http://musicdata.baidu.com/data2/lrc/9095321/9095321.lrc,10
10,《Range》,EMI,2010-11-24,动漫,影视节目,花,Orange Range,http://musicdata.baidu.com/data2/lrc/25233380/25233380.lrc,10
10,《Answer》,EMI,2007-08-01,动漫,影视节目,Answer,FLOW,http://musicdata.baidu.com/data2/lrc/2250471/2250471.lrc,10
10,《Mtv Unplugged》,SONY MUSIC,1995-05-04,动漫,影视节目,All Along The Watchtower,Bob Dylan,http://musicdata.baidu.com/data2/lrc/1652557/1652557.lrc,10
10,《The Best Of Bob Dylan》,SONY MUSIC,1997-06-10,动漫,影视节目,All Along The Watchtower,Bob Dylan,http://musicdata.baidu.com/data2/lrc/1593777/1593777.lrc,10
11,《All The Singles》,Sony Music,2010-07-14,动漫,影视节目,花,Orange Range,http://musicdata.baidu.com/data2/lrc/65018769/65018769.lrc,11
11,《orbital period》,Toys Factory,2007-12-19,动漫,影视节目,カルマ,BUMP OF CHICKEN,http://musicdata.baidu.com/data2/lrc/68976766/68976766.lrc,11
11,《風をあつめて》,Epic,2006-12-06,动漫,影视节目,千の夜をこえて,Aqua Timez,http://musicdata.baidu.com/data2/lrc/14486382/14486382.lrc,11
11,《Me!Me!Me!》,Epic,2009-04-08,动漫,影视节目,Closer (Royal Ver.),井上ジョー,http://musicdata.baidu.com/data2/lrc/88718035/88718035.lrc,11
11,《Life In Cartoon Motion》,环球唱片,2014-04-10,动漫,影视节目,Stuck In The Middle,MIKA,http://musicdata.baidu.com/data2/lrc/1193796/1193796.lrc,11
11,《A Complete ~All Singles~》,环球唱片,2008-09-10,动漫,影视节目,Whatever,滨崎步,http://musicdata.baidu.com/data2/lrc/12463550/12463550.lrc,11
11,《To Find Love》,英皇唱片,2005-07-08,动漫,影视节目,Da Da Da,梁洛施,http://musicdata.baidu.com/data2/lrc/64927704/64927704.lrc,11
11,《我很张含韵》,天中文化,2005-07-20,动漫,影视节目,青蛙公主,张含韵,http://musicdata.baidu.com/data2/lrc/14972938/14972938.lrc,11
11,《浓情音乐盒》,环球唱片,2009-07-14,动漫,影视节目,插曲,纯音乐,http://musicdata.baidu.com/data2/lrc/246979749/246979749.lrc,11
11,《Another Night》,索尼音乐,1990-01-01,动漫,影视节目,another night,Real McCoy,http://musicdata.baidu.com/data2/lrc/33998194/33998194.txt,11
11,《灵灵》,海蝶音乐,2007-11-29,动漫,影视节目,雏菊,胡灵,http://musicdata.baidu.com/data2/lrc/306066/306066.lrc,11
11,《寻找美惠》,海蝶音乐,2006-07-13,动漫,影视节目,仲夏夜之梦,关智斌,http://musicdata.baidu.com/data2/lrc/12478021/12478021.lrc,11
11,《Singing In The Twins Wonderland》,英皇唱片,2003-07-23,动漫,影视节目,London Bridge Is Falling Down,Twins,http://musicdata.baidu.com/data2/lrc/2870c30d096eb9723a6279dc791e4b62/268425148/268425148.lrc,11
11,《小乔流水》,英皇唱片,2006-07-31,动漫,影视节目,月亮河,乔维怡,http://musicdata.baidu.com/data2/lrc/970821/970821.lrc,11
11,《Red Shoes...Evolution》,SONY MUSIC,2001-08-07,动漫,影视节目,进化 Evolution,黎明,http://musicdata.baidu.com/data2/lrc/941933/941933.lrc,11
11,《Christmas In My Heart》,环球唱片,2008-04-29,动漫,影视节目,Be Thankful,Sarah Connor,http://musicdata.baidu.com/data2/lrc/924604/924604.lrc,11
11,《Binaural》,SONY MUSIC,2013-08-19,动漫,影视节目,Rival,Pearl Jam,http://musicdata.baidu.com/data2/lrc/924604/924604.lrc,11
11,《Details》,环球唱片,2002-07-08,动漫,影视节目,Must Be Dreaming,Frou Frou,http://musicdata.baidu.com/data2/lrc/8190691/8190691.lrc,11
11,《The Book Flower》,环球唱片,2008-05-13,动漫,影视节目,Sweet Blossom,Emilie Simon,http://musicdata.baidu.com/data2/lrc/8073068/8073068.lrc,11
11,《VIVA》,英皇唱片,2000-11-01,动漫,影视节目,不需要安慰,谢霆锋,http://musicdata.baidu.com/data2/lrc/804129/804129.lrc,11
12,《Myself》,英皇唱片,2001-06-01,动漫,影视节目,永远失去,郑伊健,http://musicdata.baidu.com/data2/lrc/766346/766346.lrc,12
12,《Live A L'Olympia》,环球唱片,2008-04-21,动漫,影视节目,Sweet Blossom,Emilie Simon,http://musicdata.baidu.com/data2/lrc/7696969/7696969.lrc,12
12,《VéGéTal》,环球唱片,2010-03-03,动漫,影视节目,Sweet Blossom,Emilie Simon,http://musicdata.baidu.com/data2/lrc/7696653/7696653.lrc,12
12,《Come Clean》,环球唱片,2002-12-09,动漫,影视节目,Blurry,Puddle Of Mudd,http://musicdata.baidu.com/data2/lrc/335979/335979.lrc,12
12,《珍重无印良品再见演唱会LIVE全纪录》,滚石唱片,2000-06-30,动漫,影视节目,有你在身旁,无印良品,http://musicdata.baidu.com/data2/lrc/297825/297825.lrc,12
12,《断了线》,SONY MUSIC,1996-07-02,动漫,影视节目,河流,柯以敏,http://musicdata.baidu.com/data2/lrc/13909822/13909822.lrc,12
12,《没你不行》,滚石唱片,2003-06-20,动漫,影视节目,因为爱,羽泉,http://musicdata.baidu.com/data2/lrc/268157/268157.lrc,12
12,《J Is For Jackson 5》,环球唱片,2010-03-30,动漫,影视节目,Zip A Dee Doo Dah,Jackson 5,http://musicdata.baidu.com/data2/lrc/2191139/2191139.lrc,12
12,《香港迪士尼乐园之奇妙音乐旅程》,SONY MUSIC,2005-08-29,动漫,影视节目,When You Wish Upon A Star,莫文蔚,http://musicdata.baidu.com/data2/lrc/2096077/2096077.lrc,12
12,《香港迪士尼乐园之奇妙音乐旅程》,SONY MUSIC,2005-08-29,动漫,影视节目,风之彩,李玟,http://musicdata.baidu.com/data2/lrc/2096074/2096074.lrc,12
12,《糖果商店》,北京京文唱片传播有限公司,2004-05-01,动漫,影视节目,颂歌,李骏驹,http://musicdata.baidu.com/data2/lrc/2096074/2096074.lrc,12
12,《陈洁仪的异想世界》,海蝶音乐,2002-09-24,动漫,影视节目,Echoes,陈洁仪,http://musicdata.baidu.com/data2/lrc/2045270/2045270.lrc,12
12,《天亮说晚安》,环球唱片,2009-07-14,动漫,影视节目,天亮说晚安,陈晓东,http://musicdata.baidu.com/data2/lrc/2044732/2044732.lrc,12
12,《泥娃娃》,环球唱片,2000-08-01,动漫,影视节目,泥娃娃,巴奈,http://musicdata.baidu.com/data2/lrc/2042505/2042505.lrc,12
12,《Details》,环球唱片,2002-07-08,动漫,影视节目,Let Go,Frou Frou,http://musicdata.baidu.com/data2/lrc/2042505/2042505.lrc,12
12,《Believe》,环球唱片,1999-04-28,动漫,影视节目,小强,谢霆锋,http://musicdata.baidu.com/data2/lrc/1500220/1500220.lrc,12
12,《寻找美惠》,环球唱片,2006-07-13,动漫,影视节目,光与影,关智斌,http://musicdata.baidu.com/data2/lrc/92326f1c303d819fa383bb4b1328d8b7/546617632/546617632.lrc,12
12,《Believe》,环球唱片,1999-04-28,动漫,影视节目,I Believe,谢霆锋,http://musicdata.baidu.com/data2/lrc/1298167/1298167.lrc,12
12,《Believe》,环球唱片,1999-04-28,动漫,影视节目,400 Gig,谢霆锋,http://musicdata.baidu.com/data2/lrc/1072750/1072750.lrc,12
12,《男孩女孩》,太合麦田,2004-12-24,动漫,影视节目,小镇姑娘,唐红,http://musicdata.baidu.com/data2/lrc/12461146/12461146.lrc,12
13,《How To Save A Life》,SONY MUSIC,2005-09-13,动漫,影视节目,She Is,The Fray,http://musicdata.baidu.com/data2/lrc/997149/997149.lrc,13
13,《初恋》,Pony Canyon,2010-03-17,动漫,影视节目,ガーネット,奥华子,http://musicdata.baidu.com/data2/lrc/68754741/68754741.lrc,13
13,《A Present For Everyone》,环球唱片,2013-08-19,动漫,影视节目,Crashed The Wedding,Busted,http://musicdata.baidu.com/data2/lrc/2148093/2148093.lrc,13
13,《我不是F4》,SONY MUSIC,2007-10-24,动漫,影视节目,马赛克,周渝民,http://musicdata.baidu.com/data2/lrc/229637/229637.lrc,13
13,《思君集》,环球唱片,2004-05-01,动漫,影视节目,Smoke Gets In Your Eyes,邓丽君,http://musicdata.baidu.com/data2/lrc/1077367/1077367.lrc,13
13,《The Moment》,SONY MUSIC,1996-10-01,动漫,影视节目,Always,Kenny G,http://musicdata.baidu.com/data2/lrc/12597387/12597387.lrc,13
13,《Coming Home》,环球唱片,2013-08-26,动漫,影视节目,Hold My Hand,New Found Glory,http://musicdata.baidu.com/data2/lrc/1596415/1596415.lrc,13
13,《Step By Step》,SONY MUSIC,1993-06-07,动漫,影视节目,happy birthday,New Kids On The Block,http://musicdata.baidu.com/data2/lrc/34068459/34068459.txt,13
13,《All For You》,滚石唱片,1994-03-16,动漫,影视节目,Always,杜德伟,http://musicdata.baidu.com/data2/lrc/12642693/12642693.lrc,13
13,《044、儿歌曲库-幼儿唱游歌曲》,颂今音乐,2013-03-22,动漫,影视节目,粉刷匠,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/fe59ed0e61c20722b09f729cb78dc9ba/265570478/265570478.lrc,13
13,《Turnaround》,BMG,2003-11-24,动漫,影视节目,Heal,Westlife,http://musicdata.baidu.com/data2/lrc/969744/969744.lrc,13
13,《我很张含韵》,天中文化,2005-07-20,动漫,影视节目,梦游记,张含韵,http://musicdata.baidu.com/data2/lrc/886652/886652.lrc,13
13,《Have A Nice Day》,环球唱片,2005-09-19,动漫,影视节目,Who Says You Can'T Go Home,Bon Jovi,http://musicdata.baidu.com/data2/lrc/12547793/12547793.lrc,13
13,《Birds Of Pray》,环球唱片,2003-05-19,动漫,影视节目,Heaven,Live,http://musicdata.baidu.com/data2/lrc/441577/441577.lrc,13
13,《Year Of The Spider》,环球唱片,2003-05-19,动漫,影视节目,Black Sunday,Cold,http://musicdata.baidu.com/data2/lrc/12471311/12471311.lrc,13
13,《Bebe Le Strange》,SONY MUSIC,1997-08-12,动漫,影视节目,Sweet Darlin,Heart,http://musicdata.baidu.com/data2/lrc/12609157/12609157.lrc,13
13,《路遥》,SONY MUSIC,2010-06-07,动漫,影视节目,Super Lover,陆瑶,http://musicdata.baidu.com/data2/lrc/7583072/7583072.lrc,13
13,《铁了心》,滚石唱片,2000-03-01,动漫,影视节目,坏,尹子维,http://musicdata.baidu.com/data2/lrc/14956141/14956141.lrc,13
13,《808》,环球唱片,2011-01-14,动漫,影视节目,最终,潘玮柏,http://musicdata.baidu.com/data2/lrc/5441697/5441697.lrc,13
13,《忘情森巴舞》,环球唱片,1991-05-01,动漫,影视节目,Lonely,草蜢,http://musicdata.baidu.com/data2/lrc/376431/376431.lrc,13
14,《爱情爆语》,百慕文化,2008-01-09,动漫,影视节目,结尾曲,阿爆,http://musicdata.baidu.com/data2/lrc/312407/312407.lrc,14
14,《香港迪士尼乐园之奇妙音乐旅程》,SONY MUSIC,2005-08-29,动漫,影视节目,海洋之心,蔡依林,http://musicdata.baidu.com/data2/lrc/2096080/2096080.lrc,14
14,《忘不了你》,SONY MUSIC,2007-09-01,动漫,影视节目,忘不了你,孙楠,http://musicdata.baidu.com/data2/lrc/14973034/14973034.lrc,14
14,内地,SONY MUSIC,2007-09-01,动漫,影视节目,梨花满天开,周艳泓,http://musicdata.baidu.com/data2/lrc/1686690/1686690.lrc,14
14,《Yes》,SONY MUSIC,2007-03-14,动漫,影视节目,素直なまま,中岛美嘉,http://musicdata.baidu.com/data2/lrc/69445282/69445282.lrc,14
14,《Element Eighty》,环球唱片,2003-11-03,动漫,影视节目,Bloodshot,element eighty,http://musicdata.baidu.com/data2/lrc/12621912/12621912.lrc,14
14,《hold me thrill me kiss me》,环球唱片,1994-10-18,动漫,影视节目,everlasting love,Gloria Estefan,http://musicdata.baidu.com/data2/lrc/541536/541536.lrc,14
14,《First Story-For Life Music Entertainment》,环球唱片,2010-01-27,动漫,影视节目,君がいるから,菅原纱由理,http://musicdata.baidu.com/data2/lrc/20674719/20674719.lrc,14
14,《女爵》,亚神音乐,2006-12-01,动漫,影视节目,分开,杨乃文,http://musicdata.baidu.com/data2/lrc/263943/263943.lrc,14
14,《废五金》,SONY MUSIC,1998-04-27,动漫,影视节目,Daybreak,废五金,http://musicdata.baidu.com/data2/lrc/1666468/1666468.lrc,14
14,《The Eminem Show》,SONY MUSIC,2002-05-27,动漫,影视节目,Superman,Eminem,http://musicdata.baidu.com/data2/lrc/1492282/1492282.lrc,14
14,《破晓时分》,环球唱片,1991-01-01,动漫,影视节目,闪电传真机,李克勤,http://musicdata.baidu.com/data2/lrc/812569/812569.lrc,14
14,《O3》,SONY MUSIC,1993-07-16,动漫,影视节目,Portal,sunscreem,http://musicdata.baidu.com/data2/lrc/12609271/12609271.lrc,14
14,《The Essential Ozzy Osbourne》,SONY MUSIC,2003-04-09,动漫,影视节目,Time After Time,Ozzy Osbourne,http://musicdata.baidu.com/data2/lrc/12604268/12604268.lrc,14
14,《あの‥こんなんできましたケド。》,SONY MUSIC,2009-12-16,动漫,影视节目,ひまわり,游助,http://musicdata.baidu.com/data2/lrc/20675851/20675851.lrc,14
14,《Deep In The Music》,英皇唱片,2004-03-01,动漫,影视节目,棋王,吴浩康,http://musicdata.baidu.com/data2/lrc/602803/602803.lrc,14
14,《千嬅盛放》,英皇唱片,2009-12-04,动漫,影视节目,我的生存之道,杨千嬅,http://musicdata.baidu.com/data2/lrc/12444951/12444951.lrc,14
14,《第一滴泪》,环球唱片,2009-07-14,动漫,影视节目,的士司机,谭咏麟,http://musicdata.baidu.com/data2/lrc/c3dd7dc41cc6a57d5221c15897182abd/257166661/257166661.lrc,14
14,《永远》,滚石唱片,2001-11-16,动漫,影视节目,Reason,辛晓琪,http://musicdata.baidu.com/data2/lrc/12642083/12642083.lrc,14
14,《Karla Bonoff》,SONY MUSIC,1993-07-23,动漫,影视节目,Falling Star,Karla Bonoff,http://musicdata.baidu.com/data2/lrc/12643780/12643780.lrc,14
15,《星猫和小伙伴们的冒险》,摩登天空,2008-03-24,动漫,影视节目,快乐星猫,群星,http://musicdata.baidu.com/data2/lrc/31522489/31522489.lrc,15
15,《皇家音乐盒》,英皇唱片,2004-09-11,动漫,影视节目,眼红馆,皇家音乐盒,http://musicdata.baidu.com/data2/lrc/31522489/31522489.lrc,15
15,《皇家音乐盒》,英皇唱片,2004-09-11,动漫,影视节目,死性不改,皇家音乐盒,http://musicdata.baidu.com/data2/lrc/31522489/31522489.lrc,15
15,《Christina Milian》,环球唱片,2002-01-21,动漫,影视节目,Until I Get Over You,Christina Milian,http://musicdata.baidu.com/data2/lrc/1364660/1364660.lrc,15
15,《Neway Music Live X 泳儿音乐会》,英皇唱片,2012-01-17,动漫,影视节目,花无雪,泳儿,http://musicdata.baidu.com/data2/lrc/13665864/13665864.lrc,15
15,《中国儿歌曲库 Vol. 14：童歌经典》,颂今音乐,2015-09-23,动漫,影视节目,可爱的蓝精灵,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/246917797/246917797.lrc,15
15,《美丽新世界》,圣安大唐,2002-10-01,动漫,影视节目,永不说再见,高枫,http://musicdata.baidu.com/data2/lrc/2057609/2057609.lrc,15
15,《风云2》,圣安大唐,2005-04-01,动漫,影视节目,飞翔,屠洪刚,http://musicdata.baidu.com/data2/lrc/13806535/13806535.lrc,15
15,《welcome home》,Reunion,2006-05-02,动漫,影视节目,wish,Brian Littrell,http://musicdata.baidu.com/data2/lrc/1503539/1503539.lrc,15
15,《「アイシテル」》,SONY MUSIC,2008-06-04,动漫,影视节目,「アイシテル」,清水翔太,http://musicdata.baidu.com/data2/lrc/826558/826558.lrc,15
15,"《The Eps Collection, Volumes 1&2》",SONY MUSIC,1997-11-10,动漫,影视节目,Jewel,Cranes,http://musicdata.baidu.com/data2/lrc/8300268/8300268.lrc,15
15,《Forever》,SONY MUSIC,1994-11-11,动漫,影视节目,Jewel,Cranes,http://musicdata.baidu.com/data2/lrc/8113870/8113870.lrc,15
15,《卡通王国》,环球唱片,2010-09-22,动漫,影视节目,现代足球小将,李克勤,http://musicdata.baidu.com/data2/lrc/7363843/7363843.lrc,15
15,《天演论》,SONY MUSIC,2005-07-04,动漫,影视节目,天外飞仙,卢巧音,http://musicdata.baidu.com/data2/lrc/9673345/9673345.lrc,15
15,《算你狠》,SONY MUSIC,2005-07-04,动漫,影视节目,爆发,陈小春,http://musicdata.baidu.com/data2/lrc/7588975/7588975.lrc,15
15,《Ed Is On》,英皇唱片,2001-10-01,动漫,影视节目,超速游戏,陈冠希,http://musicdata.baidu.com/data2/lrc/240811108/240811108.lrc,15
15,《稻草人》,英皇唱片,1999-09-13,动漫,影视节目,2个人,林志颖,http://musicdata.baidu.com/data2/lrc/14931335/14931335.lrc,15
15,《Eyes Open》,环球唱片,2008-05-13,动漫,影视节目,Open Your Eyes,Snow Patrol,http://musicdata.baidu.com/data2/lrc/2212421/2212421.lrc,15
15,《Touch Of Love》,英皇唱片,2003-04-29,动漫,影视节目,女朋友,Twins,http://musicdata.baidu.com/data2/lrc/14930742/14930742.lrc,15
15,《想念你的歌》,SONY MUSIC,2005-12-09,动漫,影视节目,粉红豹,张惠春,http://musicdata.baidu.com/data2/lrc/208812/208812.lrc,15
16,国语,SONY MUSIC,2005-12-09,动漫,影视节目,小浪漫,罗海琼,http://musicdata.baidu.com/data2/lrc/1663666/1663666.lrc,16
16,《小猪头皮的游乐场》,滚石唱片,1998-11-10,动漫,影视节目,小猪头皮的一天,猪头皮,http://musicdata.baidu.com/data2/lrc/115154342/115154342.lrc,16
16,《我可以》,英皇唱片,2012-02-29,动漫,影视节目,特种部队,钟舒漫,http://musicdata.baidu.com/data2/lrc/13985129/13985129.lrc,16
16,《Home》,英皇唱片,艾回,动漫,影视节目,Home,木山裕策,http://musicdata.baidu.com/data2/lrc/13774426/13774426.lrc,16
16,《上海娃娃》,英皇唱片,2007-03-01,动漫,影视节目,当玫瑰遇上真爱,郑希怡,http://musicdata.baidu.com/data2/lrc/6170620/6170620.lrc,16
16,《中国儿歌曲库 Vol. 14：童歌经典》,颂今音乐,2015-09-23,动漫,影视节目,真善美的小世界,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/9d812935453ad2588c888fcfed20ddc9/265853676/265853676.lrc,16
16,《033、儿歌曲库-台湾童歌金曲》,颂今音乐,2013-03-22,动漫,影视节目,我的朋友在哪里,小蓓蕾组合,http://musicdata.baidu.com/data2/lrc/cea409bf002d385e3aa40eb58b265aee/266022658/266022658.lrc,16
16,《033、儿歌曲库-台湾童歌金曲》,颂今音乐,2013-03-22,动漫,影视节目,走在乡间的小路上,卓依婷,http://musicdata.baidu.com/data2/lrc/13887804/13887804.lrc,16
16,《Shrek》,环球唱片,2001-05-14,动漫,影视节目,Hallelujah,Rufus Wainwright,http://musicdata.baidu.com/data2/lrc/8560441/8560441.lrc,16
16,《At Last》,SONY MUSIC,2005-01-06,动漫,影视节目,La Vie En Rose,Cyndi Lauper,http://musicdata.baidu.com/data2/lrc/12578819/12578819.lrc,16
16,《Hallelujah》,环球唱片,2009-02-02,动漫,影视节目,Hallelujah,Rufus Wainwright,http://musicdata.baidu.com/data2/lrc/246654817/246654817.lrc,16
16,《Smash Mouth》,环球唱片,2001-11-26,动漫,影视节目,I'M A Believer,Smash Mouth,http://musicdata.baidu.com/data2/lrc/12543343/12543343.lrc,16
16,《童年的歌谣 CD1》,亚神音乐,2011-05-10,动漫,影视节目,花仙子之歌,少儿歌曲,http://musicdata.baidu.com/data2/lrc/1510602/1510602.lrc,16
16,《Sweet Dreams》,MCI,2012-05-07,动漫,影视节目,sweet dreams,la bouche,http://musicdata.baidu.com/data2/lrc/65029535/65029535.lrc,16
16,《Sweet Dreams》,MCI,2012-05-07,动漫,影视节目,sweet dreams,la bouche,http://musicdata.baidu.com/data2/lrc/34063651/34063651.txt,16
16,《B2K》,SONY MUSIC,2002-04-08,动漫,影视节目,Baby Girl,B2K,http://musicdata.baidu.com/data2/lrc/1168957/1168957.lrc,16
16,《冷酷到底》,滚石唱片,2000-09-01,动漫,影视节目,风声边界,羽泉,http://musicdata.baidu.com/data2/lrc/239877540/239877540.lrc,16
