,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
9,《Fly Away》,环球唱片,2008-04-24,慢摇,风格,Be My Satellite,Banaroo,http://musicdata.baidu.com/data2/lrc/65825155/65825155.lrc,9
9,《Fly Away》,环球唱片,2008-04-24,慢摇,风格,Ba Yonga Wamba,Banaroo,http://musicdata.baidu.com/data2/lrc/572537/572537.lrc,9
9,《The Singles Collection》,SONY MUSIC,2009-11-09,慢摇,风格,Gimme More (Paul Oakenfold Remix),Britney Spears,http://musicdata.baidu.com/data2/lrc/497202/497202.lrc,9
9,《生命的色彩(Colour The Small One)-Hear Music》,SONY MUSIC,2009-11-09,慢摇,风格,Sunday,Sia,http://musicdata.baidu.com/data2/lrc/1608146/1608146.lrc,9
9,《Karaoke Official: Originals》,环球唱片,2011-09-05,慢摇,风格,Smack That,Akon,http://musicdata.baidu.com/data2/lrc/4413c12558e82e0a4a566951c023dfa0/257165325/257165325.lrc,9
9,《Karaoke Official: Originals》,环球唱片,2011-09-05,慢摇,风格,I Will Survive,Gloria Gaynor,http://musicdata.baidu.com/data2/lrc/20dba48ebb241772cd3f76179306ffb5/257161618/257161618.lrc,9
9,《Trouble》,环球唱片,2005-11-18,慢摇,风格,Lonely,Akon,http://musicdata.baidu.com/data2/lrc/1319302/1319302.lrc,9
9,《As Cinco Melhores》,环球唱片,2010-01-01,慢摇,风格,Lonely,Akon,http://musicdata.baidu.com/data2/lrc/13610191/13610191.lrc,9
9,《As Cinco Melhores》,环球唱片,2010-01-01,慢摇,风格,Smack That,Akon,http://musicdata.baidu.com/data2/lrc/13610190/13610190.lrc,9
9,《Essential 5》,环球唱片,2010-01-07,慢摇,风格,Smack That,Akon,http://musicdata.baidu.com/data2/lrc/13610104/13610104.lrc,9
9,《Essential 5》,环球唱片,2010-01-07,慢摇,风格,Lonely,Akon,http://musicdata.baidu.com/data2/lrc/12787052/12787052.lrc,9
9,《Greatest Hits》,环球唱片,2010-03-04,慢摇,风格,Can You Hear Me,Enrique Iglesias,http://musicdata.baidu.com/data2/lrc/1274042/1274042.lrc,9
10,《Aquarium》,环球唱片,1997-09-09,慢摇,风格,Lollipop,Aqua,http://musicdata.baidu.com/data2/lrc/1189503/1189503.lrc,10
10,《阿岳正传》,滚石唱片,2004-06-24,慢摇,风格,怎么办,张震岳,http://musicdata.baidu.com/data2/lrc/16574815/16574815.lrc,10
10,《Where The Light Is: John Mayer Live In Los Angeles》,SONY MUSIC,2008-01-01,慢摇,风格,Slow Dancing In A Burning Room,John Mayer,http://musicdata.baidu.com/data2/lrc/10615317/10615317.lrc,10
10,《Original Album Classics》,SONY MUSIC,2011-10-10,慢摇,风格,Am Fenster,City,http://musicdata.baidu.com/data2/lrc/10615317/10615317.lrc,10
10,《Girls' Night Out》,环球唱片,2009-10-19,慢摇,风格,I Will Survive,Gloria Gaynor,http://musicdata.baidu.com/data2/lrc/10318626/10318626.lrc,10
10,《Disco Nights》,环球唱片,2008-04-28,慢摇,风格,I Will Survive,Gloria Gaynor,http://musicdata.baidu.com/data2/lrc/10212613/10212613.lrc,10
10,《Right Where You Want Me》,环球唱片,2009-03-31,慢摇,风格,Right Where You Want Me,Jesse McCartney,http://musicdata.baidu.com/data2/lrc/2178657/2178657.lrc,10
10,《Adema》,EMI,2001-08-21,慢摇,风格,Blow It Away,Adema,http://musicdata.baidu.com/data2/lrc/723617/723617.lrc,10
10,《找》,海蝶音乐,2011-07-05,慢摇,风格,爱自己最快乐,张婧,http://musicdata.baidu.com/data2/lrc/33986501/33986501.lrc,10
10,《Xiii》,环球唱片,2003-10-13,慢摇,风格,Our Own Way,Mushroomhead,http://musicdata.baidu.com/data2/lrc/12471665/12471665.lrc,10
10,《Amazing》,环球唱片,英皇唱片,慢摇,风格,Boom Ba La,叶佩雯,http://musicdata.baidu.com/data2/lrc/14924505/14924505.lrc,10
10,《Lonely》,环球唱片,2006-02-02,慢摇,风格,Trouble Nobody,Akon,http://musicdata.baidu.com/data2/lrc/12733484/12733484.lrc,10
10,《Long Gone Before Daylight》,环球唱片,2003-03-24,慢摇,风格,Feathers And Down,The Cardigans,http://musicdata.baidu.com/data2/lrc/10250268/10250268.lrc,10
10,《2001》,环球唱片,2000-10-18,慢摇,风格,Still D.R.E.,"Dr. Dre,Snoop Lion",http://musicdata.baidu.com/data2/lrc/36ebcbd10f423d94150056d884d691aa/274845093/274845093.lrc,10
10,《David Cook》,SONY MUSIC,2008-11-18,慢摇,风格,Light On,David Cook,http://musicdata.baidu.com/data2/lrc/9677124/9677124.lrc,10
10,《Move Along》,环球唱片,2013-11-14,慢摇,风格,It Ends Tonight,The All-American Rejects,http://musicdata.baidu.com/data2/lrc/12581253/12581253.lrc,10
10,《Boys Like Girls》,SONY MUSIC,2008-06-16,慢摇,风格,Thunder,Boys Like Girls,http://musicdata.baidu.com/data2/lrc/12643577/12643577.lrc,10
10,《David Cook》,SONY MUSIC,2008-11-18,慢摇,风格,Lie,David Cook,http://musicdata.baidu.com/data2/lrc/9677069/9677069.lrc,10
10,《Christina Milian》,环球唱片,2002-01-21,慢摇,风格,Am To Pm,Christina Milian,http://musicdata.baidu.com/data2/lrc/1201650/1201650.lrc,10
10,《Boys Like Girls》,SONY MUSIC,2008-06-16,慢摇,风格,Learning To Fall,Boys Like Girls,http://musicdata.baidu.com/data2/lrc/1161073/1161073.lrc,10
11,《Sean Kingston》,SONY MUSIC,2008-04-14,慢摇,风格,Me Love,Sean Kingston,http://musicdata.baidu.com/data2/lrc/22953779/22953779.lrc,11
11,《Ultimate Pop Christmas》,环球唱片,2008-05-14,慢摇,风格,Christmas Time,Bryan Adams,http://musicdata.baidu.com/data2/lrc/9443212/9443212.lrc,11
11,《Give It To You》,环球唱片,2010-03-05,慢摇,风格,Tambourine,Eve,http://musicdata.baidu.com/data2/lrc/14881235/14881235.lrc,11
11,《Tambourine》,环球唱片,2014-04-07,慢摇,风格,Tambourine,Eve,http://musicdata.baidu.com/data2/lrc/31520055/31520055.lrc,11
11,《100 Essential Christmas Songs》,环球唱片,2014-04-07,慢摇,风格,Christmas Time,Bryan Adams,http://musicdata.baidu.com/data2/lrc/7377472/7377472.lrc,11
11,《北漂》,力行网际,2010-03-26,慢摇,风格,哥儿们,康康,http://musicdata.baidu.com/data2/lrc/1d6f2b76c81ff385f56c6783b651657c/265850126/265850126.lrc,11
11,《确定一定以及肯定》,力行网际,21东方,慢摇,风格,爱比不爱更寂寞,王冰洋,http://musicdata.baidu.com/data2/lrc/429780/429780.lrc,11
11,《The Eminem Show》,力行网际,2002-05-27,慢摇,风格,Superman,Eminem,http://musicdata.baidu.com/data2/lrc/1492282/1492282.lrc,11
11,《全球风靡 Fashion Icon》,力行网际,2010-08-30,慢摇,风格,天亮后分手,尚雯婕,http://musicdata.baidu.com/data2/lrc/65022675/65022675.lrc,11
11,《Greatest Hits: My Prerogative》,Jive,2004-11-01,慢摇,风格,Outrageous,Britney Spears,http://musicdata.baidu.com/data2/lrc/12608224/12608224.lrc,11
11,《Songs About Girls》,环球唱片,2008-04-25,慢摇,风格,The Donque Song,Will.i.am,http://musicdata.baidu.com/data2/lrc/12552077/12552077.lrc,11
11,《2006全新胡兵》,环球唱片,2006-02-21,慢摇,风格,你不是我的,胡兵,http://musicdata.baidu.com/data2/lrc/239677/239677.lrc,11
11,《Songs About Girls》,环球唱片,2008-04-25,慢摇,风格,Get Your Money,Will.i.am,http://musicdata.baidu.com/data2/lrc/1795268/1795268.lrc,11
11,《火力全开》,SONY MUSIC,2011-09-30,慢摇,风格,Love Love Love,王力宏,http://musicdata.baidu.com/data2/lrc/13849722/13849722.lrc,11
11,《Hilary Duff》,环球唱片,2009-03-31,慢摇,风格,The Getaway,Hilary Duff,http://musicdata.baidu.com/data2/lrc/8073024/8073024.lrc,11
11,《Rebirth》,环球唱片,2010-02-01,慢摇,风格,Knockout,Lil Wayne,http://musicdata.baidu.com/data2/lrc/12450819/12450819.lrc,11
11,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Why U Wanna Go,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436200/436200.lrc,11
11,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Ice Cream Girl,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436181/436181.lrc,11
11,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Over,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436162/436162.lrc,11
11,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Shoulda Let U Go,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436153/436153.lrc,11
12,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Twist Ya Around,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436128/436128.lrc,12
12,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Wrap U Around Me,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436103/436103.lrc,12
12,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Tomorrow,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436087/436087.lrc,12
12,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Island Queen,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436061/436061.lrc,12
12,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Magical,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436037/436037.lrc,12
12,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Face Drop,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436020/436020.lrc,12
12,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,My Girlfriend,Sean Kingston,http://musicdata.baidu.com/data2/lrc/436002/436002.lrc,12
12,《Tomorrow》,SONY MUSIC,2009-09-21,慢摇,风格,Welcome To Tomorrow,Sean Kingston,http://musicdata.baidu.com/data2/lrc/435970/435970.lrc,12
12,《Sean Kingston》,SONY MUSIC,2008-04-14,慢摇,风格,Dry Your Eyes,Sean Kingston,http://musicdata.baidu.com/data2/lrc/12471627/12471627.lrc,12
12,《Sean Kingston》,SONY MUSIC,2008-04-14,慢摇,风格,Change,Sean Kingston,http://musicdata.baidu.com/data2/lrc/12471625/12471625.lrc,12
12,《Sean Kingston》,SONY MUSIC,2008-04-14,慢摇,风格,Kingston,Sean Kingston,http://musicdata.baidu.com/qukulrc/qq_lyric/61d0e6fd7623b431d2584104c05eea9e.lrc,12
12,《Sean Kingston》,SONY MUSIC,2008-04-14,慢摇,风格,Your Sister,Sean Kingston,http://musicdata.baidu.com/data2/lrc/12464509/12464509.lrc,12
12,《你是一个谜》,群英缔造,2006-01-05,慢摇,风格,你是一个谜,孙嘉敏,http://musicdata.baidu.com/data2/lrc/2092406/2092406.lrc,12
12,《Barrio Fino》,环球唱片,2008-04-11,慢摇,风格,Gasolina,Daddy Yankee,http://musicdata.baidu.com/data2/lrc/1823924/1823924.lrc,12
12,《Christina Milian》,环球唱片,2002-01-21,慢摇,风格,Get Away,Christina Milian,http://musicdata.baidu.com/data2/lrc/12560615/12560615.lrc,12
12,《乐玩乐疯》,华谊兄弟,2010-06-10,慢摇,风格,生日快乐歌,谢娜,http://musicdata.baidu.com/data2/lrc/408343/408343.lrc,12
12,《enjoy the ride》,Sony/Columbia,2006-04-23,慢摇,风格,enjoy the ride,Marie Serneholt,http://musicdata.baidu.com/data2/lrc/14538983/14538983.lrc,12
12,《Monkey Business》,环球唱片,2014-03-22,慢摇,风格,Gone Going,The Black Eyed Peas,http://musicdata.baidu.com/data2/lrc/12750410/12750410.lrc,12
12,《Introduction》,环球唱片,2013-08-24,慢摇,风格,Yellow,Alex Parks,http://musicdata.baidu.com/data2/lrc/12469799/12469799.lrc,12
12,《舞懈可击》,环球唱片,2008-09-05,慢摇,风格,风,罗百吉,http://musicdata.baidu.com/data2/lrc/1124968/1124968.lrc,12
13,《The High Road》,环球唱片,2006-11-06,慢摇,风格,Let It Rain,Jojo,http://musicdata.baidu.com/data2/lrc/993717/993717.lrc,13
13,《Bebe Le Strange》,SONY MUSIC,1997-08-12,慢摇,风格,Break (Live),Heart,http://musicdata.baidu.com/data2/lrc/12609155/12609155.lrc,13
13,《Umbrella》,SONY MUSIC,2008-11-26,慢摇,风格,Unhappy,清水翔太,http://musicdata.baidu.com/data2/lrc/12609155/12609155.lrc,13
13,《Umbrella》,SONY MUSIC,2008-11-26,慢摇,风格,Love Story,清水翔太,http://musicdata.baidu.com/data2/lrc/20665324/20665324.lrc,13
13,摇滚,SONY MUSIC,2008-11-26,慢摇,风格,宠儿,王啸坤,http://musicdata.baidu.com/data2/lrc/54bebc9abca2dfcd0164bb009ce6835f/263046214/263046214.lrc,13
13,《7 Years And 50 Days》,环球唱片,2004-08-23,慢摇,风格,Remember,Groove Coverage,http://musicdata.baidu.com/data2/lrc/8881472/8881472.lrc,13
13,《Coco》,环球唱片,2013-08-19,慢摇,风格,Capri,Colbie Caillat,http://musicdata.baidu.com/data2/lrc/1381705/1381705.lrc,13
13,《Somebody Outside》,环球唱片,2010-01-14,慢摇,风格,To Be Gone,Anna Ternheim,http://musicdata.baidu.com/data2/lrc/12517087/12517087.lrc,13
13,《Fishscale》,环球唱片,2008-04-09,慢摇,风格,The Champ,Ghostface Killah,http://musicdata.baidu.com/data2/lrc/12589612/12589612.lrc,13
13,《Encore》,环球唱片,2008-04-07,慢摇,风格,Rain Man,Eminem,http://musicdata.baidu.com/data2/lrc/7585010/7585010.lrc,13
13,《Speak》,环球唱片,2008-04-09,慢摇,风格,Rumors,Lindsay Lohan,http://musicdata.baidu.com/data2/lrc/2185167/2185167.lrc,13
13,《The Big Bang》,环球唱片,2006-06-12,慢摇,风格,Touch It,Busta Rhymes,http://musicdata.baidu.com/data2/lrc/12475384/12475384.lrc,13
13,《小飞行》,亚神音乐,2009-05-01,慢摇,风格,小飞行,棉花糖,http://musicdata.baidu.com/data2/lrc/13904703/13904703.lrc,13
13,《Unpredictable》,SONY MUSIC,2006-05-04,慢摇,风格,dj play a love song,Jamie Foxx,http://musicdata.baidu.com/data2/lrc/14249502/14249502.lrc,13
13,《Another Night》,索尼音乐,1990-01-01,慢摇,风格,another night,Real McCoy,http://musicdata.baidu.com/data2/lrc/33998194/33998194.txt,13
13,《我们的纪念册》,英皇唱片,2002-05-01,慢摇,风格,哥哥,Twins,http://musicdata.baidu.com/data2/lrc/1253393/1253393.lrc,13
13,《I Am Me》,环球唱片,2014-01-07,慢摇,风格,Coming Back For More,Ashlee Simpson,http://musicdata.baidu.com/data2/lrc/1180709/1180709.lrc,13
13,《舞懈可击》,环球唱片,2008-09-05,慢摇,风格,亚洲之夜,罗百吉,http://musicdata.baidu.com/data2/lrc/1124692/1124692.lrc,13
13,《Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack》,环球唱片,2005-11-07,慢摇,风格,Window Shopper,50 Cent,http://musicdata.baidu.com/data2/lrc/10275530/10275530.lrc,13
13,《搜寻蔡旻佑》,SONY MUSIC,2008-07-11,慢摇,风格,老地方,蔡旻佑,http://musicdata.baidu.com/data2/lrc/901612/901612.lrc,13
14,《就 i 莫文蔚精选》,SONY MUSIC,2008-06-25,慢摇,风格,野,莫文蔚,http://musicdata.baidu.com/data2/lrc/847515/847515.lrc,14
14,《彭游恋歌 最爱精选》,SONY MUSIC,2008-05-20,慢摇,风格,心酸的情歌,彭佳慧,http://musicdata.baidu.com/data2/lrc/7287364/7287364.lrc,14
14,《情敌贝多芬》,SONY MUSIC,1995-12-01,慢摇,风格,你伤了我的心,王力宏,http://musicdata.baidu.com/data2/lrc/14895575/14895575.lrc,14
14,《I Don't Wanna See No 欧巴桑》,滚石唱片,1994-11-22,慢摇,风格,DJ Jam,罗百吉,http://musicdata.baidu.com/data2/lrc/95ec97fd1065af9acd7a23230a63df16/624747/624747.lrc,14
14,《Mama Said Knock You Out》,环球唱片,2000-04-03,慢摇,风格,Mama Said Knock You Out,LL Cool J,http://musicdata.baidu.com/data2/lrc/241210617/241210617.lrc,14
14,《舞懈可击》,环球唱片,2008-09-05,慢摇,风格,呛声,罗百吉,http://musicdata.baidu.com/data2/lrc/1124646/1124646.lrc,14
14,《舞懈可击》,环球唱片,2008-09-05,慢摇,风格,飙起来,罗百吉,http://musicdata.baidu.com/data2/lrc/20660336/20660336.lrc,14
14,《7 Years And 50 Days》,环球唱片,2004-08-23,慢摇,风格,I Need You Vs. I Need You,Groove Coverage,http://musicdata.baidu.com/data2/lrc/8881982/8881982.lrc,14
14,《盛放 Ep》,华谊兄弟,2009-03-04,慢摇,风格,非诚勿扰,巩新亮,http://musicdata.baidu.com/data2/lrc/226127/226127.lrc,14
14,《在树上唱歌》,福茂唱片,2009-05-26,慢摇,风格,蒙娜丽莎,郭静,http://musicdata.baidu.com/data2/lrc/14965154/14965154.lrc,14
14,《Rotten Apple》,环球唱片,2006-10-09,慢摇,风格,Hands Up,Lloyd Banks,http://musicdata.baidu.com/data2/lrc/12472746/12472746.lrc,14
14,《Loose》,环球唱片,2007-03-05,慢摇,风格,Te Busque,Nelly Furtado,http://musicdata.baidu.com/data2/lrc/1602579/1602579.lrc,14
14,《Playlist: The Very Best Of Omarion》,SONY MUSIC,2008-11-10,慢摇,风格,Drop That Heater,Omarion,http://musicdata.baidu.com/data2/lrc/1491980/1491980.lrc,14
14,《here come the drums》,SONY MUSIC,2005-10-24,慢摇,风格,watching you,Rogue Traders,http://musicdata.baidu.com/data2/lrc/1097584/1097584.lrc,14
14,《全新经验》,环球唱片,2009-07-14,慢摇,风格,留给最爱的说话,张柏芝,http://musicdata.baidu.com/data2/lrc/995568/995568.lrc,14
14,《B2K》,SONY MUSIC,2002-04-08,慢摇,风格,Understanding,B2K,http://musicdata.baidu.com/data2/lrc/9676959/9676959.lrc,14
14,《Celebrity》,SONY MUSIC,2003-07-15,慢摇,风格,Selfish,*NSYNC,http://musicdata.baidu.com/data2/lrc/12605144/12605144.lrc,14
14,《Rhythm Of Love》,SONY MUSIC,1997-12-10,慢摇,风格,Rhythm Of Love,dj company,http://musicdata.baidu.com/data2/lrc/12599940/12599940.lrc,14
14,《Fanmail》,SONY MUSIC,2014-01-16,慢摇,风格,Unpretty,TLC,http://musicdata.baidu.com/data2/lrc/8882186/8882186.lrc,14
14,《One By One》,SONY MUSIC,2003-07-11,慢摇,风格,Disenchanted Lullaby,Foo Fighters,http://musicdata.baidu.com/data2/lrc/12591531/12591531.lrc,14
15,《As A Sa》,英皇唱片,2010-06-15,慢摇,风格,放手,蔡卓妍,http://musicdata.baidu.com/data2/lrc/847513/847513.lrc,15
15,《The Poison》,SONY MUSIC,1999-08-30,慢摇,风格,Tears Don'T Fall,Bullet For My Valentine,http://musicdata.baidu.com/data2/lrc/240075345/240075345.lrc,15
15,《90S Soul》,环球唱片,2008-05-14,慢摇,风格,All My Life,K-Ci & JoJo,http://musicdata.baidu.com/data2/lrc/8301307/8301307.lrc,15
15,《Xan Valleys》,环球唱片,2006-10-21,慢摇,风格,Atlantis To Interzone,Klaxons,http://musicdata.baidu.com/data2/lrc/114872819/114872819.lrc,15
15,《Firecracker》,环球唱片,1997-12-01,慢摇,风格,I Do,Lisa Loeb,http://musicdata.baidu.com/data2/lrc/8190644/8190644.lrc,15
15,《Millennium Edition》,环球唱片,2007-04-11,慢摇,风格,Live Is Life,Opus,http://musicdata.baidu.com/data2/lrc/8073039/8073039.lrc,15
15,《Let'S Get It: Thug Motivation 101》,环球唱片,2006-05-20,慢摇,风格,And Then What,Young Jeezy,http://musicdata.baidu.com/data2/lrc/109018961/109018961.lrc,15
15,《We The People》,环球唱片,2013-08-20,慢摇,风格,Someday,Flipsyde,http://musicdata.baidu.com/data2/lrc/240905635/240905635.lrc,15
15,《Peace And Love》,英皇唱片,2003-06-28,慢摇,风格,越来越爱你,陈冠希,http://musicdata.baidu.com/data2/lrc/240907174/240907174.lrc,15
15,《快乐练习曲》,环球唱片,2006-06-01,慢摇,风格,流金岁月,周传雄,http://musicdata.baidu.com/data2/lrc/529896/529896.lrc,15
15,《Touch》,SONY MUSIC,2010-02-10,慢摇,风格,Touch,Amerie,http://musicdata.baidu.com/data2/lrc/494491/494491.lrc,15
15,《Ed Is On》,英皇唱片,2001-10-01,慢摇,风格,情感爆炸,陈冠希,http://musicdata.baidu.com/data2/lrc/482767/482767.lrc,15
15,《若你碰到他》,亚神音乐,2009-08-19,慢摇,风格,轮流转,蔡健雅,http://musicdata.baidu.com/data2/lrc/470284/470284.lrc,15
15,《Exposed》,环球唱片,2009-08-14,慢摇,风格,Somebody,Kristinia Debarge,http://musicdata.baidu.com/data2/lrc/360327/360327.lrc,15
15,《天堂鸟》,滚石唱片,1988-12-01,慢摇,风格,Only Love,齐豫,http://musicdata.baidu.com/data2/lrc/64923079/64923079.lrc,15
15,《我听这种音乐的时候最爱你》,北京京文唱片传播有限公司,2004-09-08,慢摇,风格,胃在烧,龙宽九段,http://musicdata.baidu.com/data2/lrc/13881364/13881364.lrc,15
15,《甜蜜梦幻》,滚石唱片,1990-11-24,慢摇,风格,On The Radio,娃娃,http://musicdata.baidu.com/data2/lrc/12441156/12441156.lrc,15
15,《C1》,环球唱片,2005-07-24,慢摇,风格,勇,张柏芝,http://musicdata.baidu.com/data2/lrc/270389/270389.lrc,15
15,《V.Dubb》,SONY MUSIC,2007-04-20,慢摇,风格,零时差,吴建豪,http://musicdata.baidu.com/data2/lrc/227660/227660.lrc,15
15,《Rosenrot》,环球唱片,2011-10-26,慢摇,风格,Ein Lied,rammstein,http://musicdata.baidu.com/data2/lrc/2208804/2208804.lrc,15
16,《Sweat》,环球唱片,2004-09-13,慢摇,风格,Another One,Nelly,http://musicdata.baidu.com/data2/lrc/2196637/2196637.lrc,16
16,《What My Heart Wants To Say》,SONY MUSIC,2002-11-08,慢摇,风格,Walk On By,Gareth Gates,http://musicdata.baidu.com/data2/lrc/ec5f2ccd2d66e15455767ef2bd9301be/257168970/257168970.lrc,16
16,《The Private Press》,环球唱片,2002-06-03,慢摇,风格,Six Days,Dj Shadow,http://musicdata.baidu.com/data2/lrc/14902517/14902517.lrc,16
16,《Sonic Firestorm》,环球唱片,2010-02-22,慢摇,风格,My Spirit Will Go On,Dragonforce,http://musicdata.baidu.com/data2/lrc/2160255/2160255.lrc,16
16,《The Poison》,SONY MUSIC,1999-08-30,慢摇,风格,The Poison,Bullet For My Valentine,http://musicdata.baidu.com/data2/lrc/2153999/2153999.lrc,16
16,《V.Dubb》,SONY MUSIC,2007-04-20,慢摇,风格,如果,吴建豪,http://musicdata.baidu.com/data2/lrc/67657179/67657179.lrc,16
16,《你 朋友》,福茂唱片,2010-05-14,慢摇,风格,今天起,郭静,http://musicdata.baidu.com/data2/lrc/28831247/28831247.lrc,16
16,《Visual Diary》,福茂唱片,英皇唱片,慢摇,风格,心中最爱,陈冠希,http://musicdata.baidu.com/data2/lrc/2047880/2047880.lrc,16
16,《Exodus》,环球唱片,2005-12-05,慢摇,风格,Always On Time,Ja Rule,http://musicdata.baidu.com/data2/lrc/247535964/247535964.lrc,16
16,《I Am Me》,环球唱片,2014-01-07,慢摇,风格,I Am Me,Ashlee Simpson,http://musicdata.baidu.com/data2/lrc/1501406/1501406.lrc,16
16,《全球风靡 Fashion Icon》,环球唱片,2010-08-30,慢摇,风格,不能承受的爱,尚雯婕,http://musicdata.baidu.com/data2/lrc/14681107/14681107.lrc,16
16,《Wanted》,SONY MUSIC,2005-10-07,慢摇,风格,Big Dreams,Bow Wow,http://musicdata.baidu.com/data2/lrc/1452778/1452778.lrc,16
16,《Ed Is On》,英皇唱片,2001-10-01,慢摇,风格,你让我失眠,陈冠希,http://musicdata.baidu.com/data2/lrc/34101576/34101576.lrc,16
16,《Ready For Romance》,ALEX,1986-01-01,慢摇,风格,doctor for my heart,Modern Talking,http://musicdata.baidu.com/data2/lrc/34072214/34072214.txt,16
16,《the first album》,ALEX,1986-01-01,慢摇,风格,you can win if you want,Modern Talking,http://musicdata.baidu.com/data2/lrc/34054286/34054286.txt,16
16,《drankin' patnaz》,ALEX,1986-01-01,慢摇,风格,lean low,Youngbloodz,http://musicdata.baidu.com/data2/lrc/14079877/14079877.lrc,16
16,《Late Orchestration》,环球唱片,2009-04-30,慢摇,风格,Touch The Sky,Kanye West,http://musicdata.baidu.com/data2/lrc/1271945/1271945.lrc,16
16,《St. Anger》,环球唱片,2009-04-30,慢摇,风格,Invisible Kid,Metallica,http://musicdata.baidu.com/data2/lrc/1263389/1263389.lrc,16
16,《B2K》,SONY MUSIC,2002-04-08,慢摇,风格,Uh Huh,B2K,http://musicdata.baidu.com/data2/lrc/1140675/1140675.lrc,16
16,《Love Always》,环球唱片,1997-06-16,慢摇,风格,All My Life,K-Ci & JoJo,http://musicdata.baidu.com/data2/lrc/10250235/10250235.lrc,16
17,《Shall We Dance?》,环球唱片,2008-04-15,慢摇,风格,Sway,The Pussycat Dolls,http://musicdata.baidu.com/data2/lrc/8559205/8559205.lrc,17
17,《彩云之南》,环球唱片,2007-07-13,慢摇,风格,坐上火车去拉萨,徐千雅,http://musicdata.baidu.com/data2/lrc/33896911/33896911.lrc,17
17,《My Way》,SONY MUSIC,1997-09-16,慢摇,风格,You Make Me Wanna,Usher,http://musicdata.baidu.com/data2/lrc/1193425/1193425.lrc,17
17,《舞懈可击》,SONY MUSIC,2008-09-05,慢摇,风格,High到要爆炸,罗百吉,http://musicdata.baidu.com/data2/lrc/23475574/23475574.lrc,17
